PC1,PC2,PC3,PC4,PC5,PC6,term
132347949173892,-427728743394699,609722466690965,207965674903277,-146840653067633,108499341023042,hardcore punk
136681971553492,-119737728236682,-201480438425132,766384803818785,-366140444875557,1172441975501,hardcore punk
165010452564096,162636807574717,124125567033651,10255496261805,221645170491051,112765830953284,post-hardcore
14324964470105,-833558639716023,-750084606557568,127654862547897,352897970541125,116139056494986,horror punk
180908313163813,742190884778438,122957874971433,-972294818274818,171667752609831,123206151395879,chinese music
211458695547038,383801043585293,-467368773355559,156417010479886,382451602822977,810908711877101,chamber jazz
15385665472892,-17739939812115,10713768710957,519772110368068,317549361710795,127027574035517,heavy metal
160632850923137,-262108840507287,12207039416988,-482508060870464,509055864177266,13164752258046,comedy
164963914159757,841070795080673,128824017509188,162421767680947,40189395715685,124702631434266,stand-up comedy
148287370949368,42225282469433,-113541615804999,-407230287174408,-26841678047709,118847389498705,vaudeville
18514076941043,124164309210561,752864230565605,712024463898401,301130976405672,11154621758657,motown
169680280967112,116613388137074,-12741600990197,436915082058955,271135376564687,104766648820062,hip hop
163455148545539,390001610028863,-116978477423504,-333050073283592,823603871085776,113005491065112,chinese music
159024278748471,638829735112884,-127116831364479,420351360502049,-634249245368288,113872155833311,hip hop
175600074324819,457863660968477,933861952015188,106928759449782,211195773356931,126821396489245,folk-pop
151541940801115,453055281233032,-122615768456223,172587654486977,-278860665396505,113265317078871,experimental rock
170821801719601,770312703332241,874564246545828,15579839651717,86075961406715,129755956942129,texas blues
180512348905883,119670955096247,115992868688963,-311817256311517,125447661108785,130241563027663,celtic
1667136168308,-84714472183622,316021401275121,218850296493611,156424714684731,131257038918981,soundtrack
18106407032538,157220096819062,128039038850015,857325442059795,184520800953569,125463587524885,symphony
151685078013258,-105207808987496,827976805260735,-110432014269315,-494702825690055,150501322235249,experimental rock
18579073183621,202220618622072,141898823951747,-984856161857597,874565391133341,132103621005709,early music
153922627505648,-108298248809465,-977832522823838,-375070285472189,42966292475072,134989000020556,instrumental rock
156271067431385,-106386386024964,-119293041060657,-136433031278667,-635862067881737,133790386458997,goregrind
165252985242967,-180716782986687,343797734908389,-447265548965645,675567732796351,145787841504567,hip hop
804763961091966,-11747695737402,986694405104748,204077405692755,831129561808762,-687633147607803,country rock
198431373186057,727268489387738,-752443792684513,216742641130377,-125445315877718,454020893351123,cool jazz
167208711660696,16138882750313,-103839332216589,253035600081971,803846443493239,119705687438711,new wave
117229514793847,151966911476877,700072056644971,-149899917318059,-119662619146707,-518660886486993,deep house
132156832867952,-314860652286271,-542597955442288,240989842620392,-178368539852718,141446383942586,dance pop
191621446633962,166280197078561,1767417029567,-683934860679144,155661097054156,146656305395817,psychobilly
168858240118508,177071620981216,135759242731792,137324151664625,-288705858366002,143609791658711,stand-up comedy
165868127948821,760876757617382,466684358956074,-188052610669767,47965729604825,154306621648617,experimental pop
185791958016516,187022098497189,520025570577979,125927436806225,873050721469535,14154343913594,stand-up comedy
149746273913391,-691545683532074,-155972079074516,373880423207096,-625860673652863,14766371622527,goregrind
171485372569828,585229015221134,-116922406684137,169008287268452,55881758893838,140674558896383,turnablism
187518478058535,234358246561982,-103464936578985,-342563497654566,-24418402651063,133067560537731,chanson francaise
145260370783807,-560361882264492,-53497981988903,62538347521262,-179976192940103,157135951730261,indie rock
173660563171932,-100941036999519,145755933728129,-371790923339387,-198757090290315,381421173659663,tech house
187534555914603,183963286677466,-674008409561226,510946478556425,131875777601461,137525943546595,hip hop
146457134159936,-186042166755989,362841123037926,-573781383505724,325759005011663,171718393814023,gangster rap
149121140707917,-524583901173063,273820868722269,413089808376921,-945167128199123,163525271315673,garage rock
174047302651439,404277148564215,-150763706768369,-205797626821236,-110386218432604,154537606500001,skate punk
168381367372618,17364355314743,516320213605019,153903001376933,-488170863404781,149252136706755,latin jazz
20208750204707,314928313376703,-100542909355632,137283122965949,218654345388472,127374154208882,classic rock
159697005916145,215503531000745,-105087468026004,-491569043981613,-113598485179157,157672364060879,hardcore punk
152181457614427,-172442622347929,-841810988289491,421673575659532,120150429475263,162844256879323,hardcore punk
111210281826376,-114940552288819,680751655427649,-982855533555808,564547294805147,-326686412523809,country rock
120174187571806,-534941165033074,13877006967306,-148633291784947,-20204803480747,-155695469236987,jazz funk
187942388055883,371528086714935,108011136209314,-650189242354094,251781721162913,165691406166571,techno
163866639587686,252669096338535,-1093471274592,-460357242903878,-106213468233029,158497903314498,reggae
179523728189127,103162471106481,652181317892495,-149656526131643,518787431773687,160954362142443,musette
160455171249814,-167179343288316,140903421484866,-309775570717873,-655568808119069,178148357716742,ccm
156315773165482,-480113698796308,-125781716414739,566352221604096,-201708831686331,159480650614846,religious music
140391154746508,106083470123453,-939568815895183,187182854438543,872524320213589,-154716081462767,ccm
130284128881125,-259206192459981,108963259808815,578306129165458,809213243722507,-111165611105244,instrumental pop
180627425720211,104991131538799,405983967740847,998581602938561,1649563781784,154749879634897,alternative rock
161174333856457,485163605943244,149346816797963,-856212462547721,-780022521569359,177739237992156,happy hardcore
-1693145526354,464310007604161,171400992845585,-172625570664133,-87929539491981,-171839930961383,doom metal
169252840866251,-958047788942887,-134829558183056,-163724111592402,270479559067835,172084792096563,doom metal
166224240616595,186475911204696,175747729027043,-354731804209493,-542632922648021,184908181633794,pop rap
176065306567518,110883382857757,-384081637065651,439121667433362,777789080038297,162279150046473,ccm
157161491800048,-260593823202785,-873138932011794,89591772533359,-300850996492449,16810641171437,gangster rap
131148383900461,-107497702636323,707595759162899,274339219356031,-114435690789056,180682651924896,art rock
167878783171335,-661046009549067,225308471863204,-342422158337027,887565346969674,178816344209758,blues-rock
15345885499429,-900776878490028,103546986046042,598180990250342,-100027228482654,179807557594061,goregrind
203867341856014,276929554380475,-817258749025882,282256462982832,152397925401783,14733548206646,chill-out
195198444317814,240873895020422,180348078931938,64432992639571,12753353899833,170010982631594,patriotic
166437664504486,-985015651520924,735239802058741,-121652534940681,25332844970663,193091156698862,hip hop
111182635084706,445797879984461,-984258869750013,-132709971725626,-201784456296008,-518484154349507,soul jazz
146198225101784,-176625472049856,109026439564469,-360015607965538,-859309641817055,20398117975846,death core
159921061760988,-134859107934657,139725001189077,-977663238816442,-740335546554193,195766400042304,viking metal
160813988326382,-318338011241612,-121329686338053,591688137156779,-258278575725562,179313299708217,rap
196082225477553,214520980676122,-876239969863028,-156250362151198,613372620697468,166483729219119,art rock
161967553492761,884776246632397,383591010266997,203857766190862,-473903199056823,179171996701093,chicago blues
134842061380496,-279540719849993,-285484424154424,1224412985228,276276350489961,20004658802802,emo
149810031829441,-163792826980791,503085265790892,434551811366896,-342544031234731,202491498688557,grindcore
388418476007458,-149371803761502,928108465876935,409653778606473,-859630041768555,-850280430094528,blues
170971591280874,-397942630972909,882219837654698,580181372894797,147402006255691,197413158200441,grime
646643843925858,93792385085769,-668888176635178,175089824654654,716483789616855,-901249338232552,soundtrack
-206047414157411,-313876116994376,-811986576737236,-469459100005489,837027579524066,-174042243239753,pop rap
193777038845778,761234951809496,124433043782975,-105678857426716,157643103807248,200560905526183,los angeles
149182868200225,-112529705603367,169860708668975,141639624172488,-133584473520372,207858598417465,opera
227844156462214,231805792633115,-108761699775789,-125541361537849,39505880832403,172919237665657,instrumental pop
190391802564289,-420780099774298,-278761003839308,-291256395521698,938772731564888,207585938205201,comedy
174479141906933,271937162783646,-924255458591236,129619812790917,128549712131971,19017317977492,funk
191447075073118,131024060581407,150630729982279,272960256478634,148126716403518,203703255886591,electronica
780302020562858,236595696712745,-103055081772776,-922843699033842,295681613582461,-827721382252553,folk rock
231058260347226,262112258640247,908437391089813,103514476800092,614690768800261,172443873521483,merseybeat
17808804905958,108646664084406,265703419840398,-649794626219334,-130698020327835,204658129283757,glam rock
22075531424924,246773211755137,-115058537048291,-120034656125625,246486632148887,180818286412684,british pop
200063993597913,216085773321519,554734931568877,-111335027173765,905894988904351,193612642004156,latin jazz
182721563821708,102253166719544,-10207538997475,192222383540257,153543471125385,191595364306586,electro
197423031242791,193040571687486,-120999174641247,-322020995127627,455349658245356,187239293268048,soundtrack
